comment,label
"Gandu aadmi, hat pagle.",severe
Interesting point — mujhe pasand aaya.,safe
Can you explain this please? kya kar rahe ho? ,safe
"Tumse expect nahi tha, thoda behtar karo.",warning
Hi Interesting point — mujhe pasand aaya.,safe
"Hi Hey , shaam karo 🙂 🙄",safe
"Gandu aadmi, hat pagle.",severe
"Arey Please bhai, thoda mature bano. 😒",warning
Kya aap isko thoda aur detail mein bata sakte ho?,safe
Tera dimag kharab hai yaar. 😂😂,severe
Tujhse badi bewakoofi kisi mein nahi. 😊,severe
Arre Stop karo ye faltu posts.,warning
Hi I agree with you on this point.,safe
I agree with you on this point.,safe
"Thanks for sharing, bahut useful hai. 👌",safe
"Itna bekaar kaam, tumhe sharam nahi aati?!",severe
"Good job yaar, shandar! 👍",safe
Hi Interesting point — mujhe pasand aaya. 😊,safe
"Tumhara koi ilaaj nahi, bas ruk ja. 😂",severe
Can you explain this please? kya kar rahe ho? ,safe
"Bakwas band kar, samajh nahi aata kya?",warning
"Arre Ye baat bilkul galat hai, soch lo.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 😡!",severe
"Kya bakwaas likhta hai tu, band kar. 🙄",severe
"Hello Great work, keep it up! 😒 🙏",safe
"Kya bakwaas likhta hai tu, band kar. 😒",severe
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Arre Bakwas band kar, samajh nahi aata kya?",warning
Tujhse badi bewakoofi kisi mein nahi.,severe
"Good job yaar, shandar!",safe
"Arey Tumse expect nahi tha, thoda behtar karo. 😒",warning
"Please bhai, thoda mature bano.",warning
Hello Interesting point — mujhe pasand aaya.,safe
Kya aap isko thoda aur detail mein bata sakte ho? 😡,safe
Jyada bakwaas mat kar yaar.,warning
Arey Stop karo ye faltu posts.,warning
"This helped me a lot, thanks. 🙂",safe
"Tumse expect nahi tha, thoda behtar karo.",warning
Hello Interesting point — mujhe pasand aaya. 😒,safe
"Thanks for sharing, bahut useful hai. 😡",safe
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Hi This helped me a lot, thanks.",safe
"Hey , shaam karo 🙂",safe
"Arey Tumse expect nahi tha, thoda behtar karo. bas 😂",warning
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Ye baat bilkul galat hai, soch lo. 😒",warning
Ghatiya insaan ho tum.,severe
Arey Jyada bakwaas mat kar yaar. 🙂,warning
Hello I agree with you on this point.,safe
"Gandu aadmi, hat pagle.",severe
"Hello Great work, keep it up! 😒 Thanks",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 😂😂",severe
"Tumse expect nahi tha, thoda behtar karo. 😂😂",warning
"Tumhara koi ilaaj nahi, bas ruk ja. 😡",severe
Arey Jyada bakwaas mat kar yaar. 😒,warning
"Hey , shaam karo 🙂 Thx",safe
"Saala bakwas banda, hat ja. 😒",severe
Hello Can you explain this please? kya kar rahe ho?  🙂,safe
"Aise mat bolo, ajeeb lagta hai. 😡",warning
"Arre Tu thoda sudhar, yaar.",warning
"Chalo theek hai, par agli baar dhyaan rakho. 👍",warning
"Tumse expect nahi tha, thoda behtar karo. 😊",warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
Arey Ghatiya kaam kiya tumne.,warning
Tujhse badi bewakoofi kisi mein nahi.,severe
Hello Can you explain this please? kya kar rahe ho? ,safe
Kya aap isko thoda aur detail mein bata sakte ho? 😊,safe
Tujhse badi bewakoofi kisi mein nahi.,severe
"Bas ab aur sunna nahi, tum saale paagal ho. 😂",severe
Useful info — saved it 🙏,safe
Hello Useful info — saved it 🙏 😂😂,safe
Tujhse badi bewakoofi kisi mein nahi.,severe
Useful info — saved it 🙏,safe
"Ye baat bilkul galat hai, soch lo. 👍",warning
"Tumhara koi ilaaj nahi, bas ruk ja. 👌",severe
"Please bhai, thoda mature bano.",warning
"Arre Ye baat bilkul galat hai, soch lo.",warning
"Arey Chalo theek hai, par agli baar dhyaan rakho. 👌",warning
"Kya bakwaas likhta hai tu, band kar. 😒",severe
Interesting point — mujhe pasand aaya.,safe
Tera dimag kharab hai yaar. Bhag,severe
"Good job yaar, shandar! 😊",safe
"Please bhai, thoda mature bano. 👍",warning
I agree with you on this point. 😒,safe
Tera dimag kharab hai yaar.!!,severe
"Saala bakwas banda, hat ja.",severe
Hello Interesting point — mujhe pasand aaya.,safe
"Tu thoda sudhar, yaar. 😡",warning
Jyada bakwaas mat kar yaar.,warning
"Hello Great work, keep it up! 😒",safe
"Gandu aadmi, hat pagle.",severe
Tu bilkul chutiya hai. Saala 🙂!!!,severe
"Arre Tumse expect nahi tha, thoda behtar karo.",warning
"Arre Chalo theek hai, par agli baar dhyaan rakho. abhi",warning
"Tu thoda sudhar, yaar.",warning
"Arey Tumse expect nahi tha, thoda behtar karo.",warning
"Bakwas band kar, samajh nahi aata kya?",warning
Hello Can you explain this please? kya kar rahe ho?  😂,safe
"Bas ab aur sunna nahi, tum saale paagal ho. Hatao 😊",severe
"Hi Hey , shaam karo 🙂",safe
"Arre Please bhai, thoda mature bano.",warning
Tera dimag kharab hai yaar.!,severe
Ghatiya kaam kiya tumne. 🙏,warning
"This helped me a lot, thanks. 👍",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 🙂",severe
Hello I agree with you on this point. 🙄,safe
Hi Useful info — saved it 🙏 😂😂,safe
Arre Jyada bakwaas mat kar yaar. abhi 👌,warning
"Arre Tumse expect nahi tha, thoda behtar karo. thoda",warning
Hello Can you explain this please? kya kar rahe ho? ,safe
Hello Useful info — saved it 🙏 😂,safe
"Arre Ye baat bilkul galat hai, soch lo.",warning
Kya aap isko thoda aur detail mein bata sakte ho? 😂,safe
"This helped me a lot, thanks.",safe
"Bakwas band kar, samajh nahi aata kya? 😒",warning
"Arey Tu thoda sudhar, yaar.",warning
"Great work, keep it up! 😒",safe
"Tu thoda sudhar, yaar.",warning
"Hey , shaam karo 🙂",safe
Ghatiya kaam kiya tumne. please 🙄,warning
Hello Useful info — saved it 🙏,safe
"Arre Ye baat bilkul galat hai, soch lo. 😂😂",warning
Tera dimag kharab hai yaar. Saala 😂!!,severe
"This helped me a lot, thanks. 😂",safe
"Ye baat bilkul galat hai, soch lo.",warning
Kya aap isko thoda aur detail mein bata sakte ho? 😡,safe
Tera dimag kharab hai yaar. Saala 😂!,severe
"Chalo theek hai, par agli baar dhyaan rakho. please 🙏",warning
"This helped me a lot, thanks.",safe
Tujhse badi bewakoofi kisi mein nahi. 😡!!,severe
Stop karo ye faltu posts. 😒,warning
"Gandu aadmi, hat pagle.!!",severe
"Arey Please bhai, thoda mature bano. 🙄",warning
Arre Jyada bakwaas mat kar yaar.,warning
"Itna bekaar kaam, tumhe sharam nahi aati? 😡",severe
"Hey , shaam karo 🙂",safe
Tujhse badi bewakoofi kisi mein nahi. 👌!,severe
"Please bhai, thoda mature bano.",warning
"This helped me a lot, thanks. 😒",safe
"Saala bakwas banda, hat ja. 👌",severe
Interesting point — mujhe pasand aaya.,safe
"Thanks for sharing, bahut useful hai.",safe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
I agree with you on this point.,safe
"Bakwas band kar, samajh nahi aata kya? thoda 🙏",warning
"Gandu aadmi, hat pagle. 🙄!",severe
Tujhse badi bewakoofi kisi mein nahi.!,severe
"Thanks for sharing, bahut useful hai. 😡",safe
Tujhse badi bewakoofi kisi mein nahi.,severe
"Kya bakwaas likhta hai tu, band kar. 🙏",severe
Useful info — saved it 🙏,safe
"Kya bakwaas likhta hai tu, band kar.!",severe
"Saala bakwas banda, hat ja.!!",severe
"Arey Tu thoda sudhar, yaar.",warning
"Please bhai, thoda mature bano. 🙄",warning
Hi I agree with you on this point.,safe
"Ye baat bilkul galat hai, soch lo. 👍",warning
"Gandu aadmi, hat pagle.",severe
Useful info — saved it 🙏,safe
"Hey , shaam karo 🙂",safe
Hi I agree with you on this point. 👌,safe
"Good job yaar, shandar! 🙄",safe
Tujhse badi bewakoofi kisi mein nahi. 👌!,severe
"Tu thoda sudhar, yaar.",warning
"Tu thoda sudhar, yaar.",warning
"Tu thoda sudhar, yaar.",warning
"Saala bakwas banda, hat ja. 😂😂",severe
Tera dimag kharab hai yaar.,severe
"Saala bakwas banda, hat ja.!!",severe
Kya aap isko thoda aur detail mein bata sakte ho? 😂,safe
Hi Useful info — saved it 🙏,safe
"Thanks for sharing, bahut useful hai.",safe
Jyada bakwaas mat kar yaar.,warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Bas ab aur sunna nahi, tum saale paagal ho. 😂😂!!",severe
Tujhse badi bewakoofi kisi mein nahi.,severe
"Tu thoda sudhar, yaar. thoda 🙏",warning
Hello Can you explain this please? kya kar rahe ho? ,safe
"Kya bakwaas likhta hai tu, band kar. Saala 😂😂!!!",severe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
Ghatiya insaan ho tum. 👍,severe
I agree with you on this point.,safe
"Arre Bakwas band kar, samajh nahi aata kya?",warning
"Hello Hey , shaam karo 🙂 👌",safe
"Kya bakwaas likhta hai tu, band kar. 😒!!",severe
"Arey Bakwas band kar, samajh nahi aata kya?",warning
"Tumhara koi ilaaj nahi, bas ruk ja. 🙏",severe
Ghatiya insaan ho tum. 😂😂,severe
Stop karo ye faltu posts.,warning
I agree with you on this point.,safe
"Saala bakwas banda, hat ja. 🙂",severe
"Hey , shaam karo 🙂",safe
"Hey , shaam karo 🙂 😊",safe
"Saala bakwas banda, hat ja. 👍!!",severe
Hello Kya aap isko thoda aur detail mein bata sakte ho? 😊,safe
Hello Can you explain this please? kya kar rahe ho? ,safe
Useful info — saved it 🙏,safe
"Aise mat bolo, ajeeb lagta hai.",warning
Interesting point — mujhe pasand aaya. 👌,safe
"Please bhai, thoda mature bano.",warning
Ghatiya kaam kiya tumne. 🙏,warning
"Hey Hey , shaam karo 🙂 😡",safe
"Saala bakwas banda, hat ja.",severe
Tujhse badi bewakoofi kisi mein nahi.,severe
Tu bilkul chutiya hai. 👍,severe
"Tumhara koi ilaaj nahi, bas ruk ja. 😂😂!",severe
Tujhse badi bewakoofi kisi mein nahi.,severe
Tera dimag kharab hai yaar. 😡,severe
"Hi Good job yaar, shandar!",safe
Ghatiya insaan ho tum.!!,severe
"Hey Great work, keep it up! 😒 sahi",safe
"Bas ab aur sunna nahi, tum saale paagal ho.!",severe
Useful info — saved it 🙏,safe
I agree with you on this point.,safe
Can you explain this please? kya kar rahe ho?  🙂,safe
Kya aap isko thoda aur detail mein bata sakte ho? 🙄,safe
"Arey Ye baat bilkul galat hai, soch lo. 😂",warning
I agree with you on this point.,safe
"Arre Chalo theek hai, par agli baar dhyaan rakho.",warning
"Tu thoda sudhar, yaar.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 🙂!!!",severe
"Saala bakwas banda, hat ja. 😂😂",severe
"Ye baat bilkul galat hai, soch lo. 😂",warning
"Hello Good job yaar, shandar!",safe
"Tumhara koi ilaaj nahi, bas ruk ja.!",severe
Hi I agree with you on this point.,safe
"Hi Hey , shaam karo 🙂 😡",safe
Tu bilkul chutiya hai.,severe
Stop karo ye faltu posts.,warning
"Chalo theek hai, par agli baar dhyaan rakho. thoda 😂😂",warning
Hi Kya aap isko thoda aur detail mein bata sakte ho? 🙄,safe
"This helped me a lot, thanks.",safe
"Hello Great work, keep it up! 😒",safe
"Hey , shaam karo 🙂 🙂",safe
Interesting point — mujhe pasand aaya.,safe
"Gandu aadmi, hat pagle.!!",severe
"Hello Hey , shaam karo 🙂 😂😂",safe
Ghatiya insaan ho tum.!,severe
Hi Can you explain this please? kya kar rahe ho? ,safe
"Aise mat bolo, ajeeb lagta hai. 😒",warning
"Kya bakwaas likhta hai tu, band kar. 😂",severe
Ghatiya kaam kiya tumne. 😂😂,warning
Hey Useful info — saved it 🙏 badiya,safe
"Gandu aadmi, hat pagle. Abhi 🙄",severe
Jyada bakwaas mat kar yaar.,warning
Tu bilkul chutiya hai. Hatao 👍!!,severe
Hey Can you explain this please? kya kar rahe ho?  😒,safe
"Arre Tu thoda sudhar, yaar.",warning
"Gandu aadmi, hat pagle. 🙄",severe
Tu bilkul chutiya hai. 👌,severe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Arre Please bhai, thoda mature bano.",warning
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Hey , shaam karo 🙂",safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Hi Interesting point — mujhe pasand aaya.,safe
Jyada bakwaas mat kar yaar. please 🙄,warning
"Itna bekaar kaam, tumhe sharam nahi aati?!!",severe
Tujhse badi bewakoofi kisi mein nahi.,severe
Arre Jyada bakwaas mat kar yaar. 😂,warning
Jyada bakwaas mat kar yaar. 😒,warning
Jyada bakwaas mat kar yaar.,warning
"Great work, keep it up! 😒",safe
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
Ghatiya insaan ho tum. 😡,severe
"Tumhara koi ilaaj nahi, bas ruk ja. 👍",severe
Ghatiya insaan ho tum. Bhag 🙏,severe
"Saala bakwas banda, hat ja. 🙂",severe
Hello Useful info — saved it 🙏,safe
"Please bhai, thoda mature bano.",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 🙂!",severe
"Hi This helped me a lot, thanks.",safe
"Please bhai, thoda mature bano.",warning
"Arre Ye baat bilkul galat hai, soch lo.",warning
"Please bhai, thoda mature bano. 😊",warning
"Hi Good job yaar, shandar! 🙏",safe
"Arre Tumse expect nahi tha, thoda behtar karo. 👌",warning
I agree with you on this point.,safe
"Tumhara koi ilaaj nahi, bas ruk ja. Bhag 👍",severe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Arey Chalo theek hai, par agli baar dhyaan rakho. 😂",warning
"Good job yaar, shandar! 😡",safe
Hi Useful info — saved it 🙏 😡,safe
"Itna bekaar kaam, tumhe sharam nahi aati? 😂😂",severe
Hi Can you explain this please? kya kar rahe ho? ,safe
Useful info — saved it 🙏,safe
Hi I agree with you on this point. 😊,safe
Can you explain this please? kya kar rahe ho? ,safe
"Saala bakwas banda, hat ja.!",severe
Tujhse badi bewakoofi kisi mein nahi. 😂,severe
Tu bilkul chutiya hai.!!,severe
"This helped me a lot, thanks. 🙏",safe
"Bas ab aur sunna nahi, tum saale paagal ho. 😡",severe
"Saala bakwas banda, hat ja. 👌",severe
"Gandu aadmi, hat pagle. 😂",severe
"Good job yaar, shandar!",safe
"Bas ab aur sunna nahi, tum saale paagal ho. Hatao!!!",severe
I agree with you on this point. 😒,safe
"Thanks for sharing, bahut useful hai.",safe
Ghatiya kaam kiya tumne.,warning
"Tumhara koi ilaaj nahi, bas ruk ja. Hatao 👍",severe
"Gandu aadmi, hat pagle.!",severe
"Chalo theek hai, par agli baar dhyaan rakho. 🙄",warning
Tujhse badi bewakoofi kisi mein nahi.,severe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Itna bekaar kaam, tumhe sharam nahi aati? 😒",severe
Arey Ghatiya kaam kiya tumne. 😂,warning
Can you explain this please? kya kar rahe ho? ,safe
Tujhse badi bewakoofi kisi mein nahi.,severe
Tera dimag kharab hai yaar. 🙂,severe
"Tu thoda sudhar, yaar.",warning
Tera dimag kharab hai yaar. 😡,severe
Interesting point — mujhe pasand aaya. 🙂,safe
"Gandu aadmi, hat pagle. Hatao 😂",severe
I agree with you on this point.,safe
"Hi Thanks for sharing, bahut useful hai. 🙂",safe
"Tumse expect nahi tha, thoda behtar karo. abhi 😡",warning
"Hey , shaam karo 🙂",safe
"Saala bakwas banda, hat ja.",severe
Arre Stop karo ye faltu posts. 👍,warning
Arey Ghatiya kaam kiya tumne.,warning
Hello Useful info — saved it 🙏 😂😂,safe
"Hey , shaam karo 🙂",safe
Tera dimag kharab hai yaar.,severe
Arey Jyada bakwaas mat kar yaar. 😊,warning
Tera dimag kharab hai yaar. 🙏,severe
"Arey Ye baat bilkul galat hai, soch lo.",warning
"Gandu aadmi, hat pagle. 🙄",severe
"Arey Please bhai, thoda mature bano.",warning
"Please bhai, thoda mature bano. 😊",warning
"Tu thoda sudhar, yaar.",warning
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
"Arey Bakwas band kar, samajh nahi aata kya? 😒",warning
Tu bilkul chutiya hai.,severe
"Chalo theek hai, par agli baar dhyaan rakho. 👌",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 🙂",severe
Arre Ghatiya kaam kiya tumne.,warning
Hello Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Aise mat bolo, ajeeb lagta hai. 😒",warning
"Bakwas band kar, samajh nahi aata kya? 🙂",warning
"Arre Ye baat bilkul galat hai, soch lo.",warning
"Bas ab aur sunna nahi, tum saale paagal ho.!",severe
"Please bhai, thoda mature bano.",warning
"Aise mat bolo, ajeeb lagta hai. 😒",warning
Ghatiya insaan ho tum. 😂!!,severe
"Gandu aadmi, hat pagle.!",severe
"Tumse expect nahi tha, thoda behtar karo. 😒",warning
"Arey Bakwas band kar, samajh nahi aata kya?",warning
Arey Stop karo ye faltu posts.,warning
"Kya bakwaas likhta hai tu, band kar. 🙏",severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
Jyada bakwaas mat kar yaar. 😂,warning
"Ye baat bilkul galat hai, soch lo.",warning
Ghatiya insaan ho tum.,severe
"Good job yaar, shandar!",safe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Arre Bakwas band kar, samajh nahi aata kya? abhi",warning
"Arre Chalo theek hai, par agli baar dhyaan rakho.",warning
Tera dimag kharab hai yaar. 😂😂,severe
"Saala bakwas banda, hat ja. Saala 😂😂",severe
Ghatiya insaan ho tum. 🙄,severe
"Arey Ye baat bilkul galat hai, soch lo. please 🙄",warning
"Thanks for sharing, bahut useful hai.",safe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
Interesting point — mujhe pasand aaya. 🙄,safe
"Bakwas band kar, samajh nahi aata kya? 😂",warning
"Tumhara koi ilaaj nahi, bas ruk ja. 👌",severe
"Bas ab aur sunna nahi, tum saale paagal ho.!",severe
Interesting point — mujhe pasand aaya.,safe
"Hello Good job yaar, shandar!",safe
"Ye baat bilkul galat hai, soch lo.",warning
Arey Ghatiya kaam kiya tumne.,warning
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
"Chalo theek hai, par agli baar dhyaan rakho.",warning
"Gandu aadmi, hat pagle. 😒!",severe
"Saala bakwas banda, hat ja. 😂😂",severe
Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Ghatiya kaam kiya tumne.,warning
"Arre Please bhai, thoda mature bano.",warning
Ghatiya insaan ho tum.,severe
"Ye baat bilkul galat hai, soch lo. abhi 👌",warning
I agree with you on this point.,safe
"Arey Tu thoda sudhar, yaar.",warning
"Chalo theek hai, par agli baar dhyaan rakho. 😊",warning
"This helped me a lot, thanks.",safe
Ghatiya kaam kiya tumne. 👌,warning
"Bakwas band kar, samajh nahi aata kya? 😊",warning
"Hello Good job yaar, shandar!",safe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
"Good job yaar, shandar!",safe
Arey Ghatiya kaam kiya tumne.,warning
Hey I agree with you on this point. sahi,safe
"Kya bakwaas likhta hai tu, band kar.",severe
Can you explain this please? kya kar rahe ho? ,safe
"Tu thoda sudhar, yaar.",warning
Hi Useful info — saved it 🙏 😊,safe
"Hello Thanks for sharing, bahut useful hai. 👍",safe
"Aise mat bolo, ajeeb lagta hai.",warning
"Bakwas band kar, samajh nahi aata kya?",warning
Hello Interesting point — mujhe pasand aaya.,safe
Kya aap isko thoda aur detail mein bata sakte ho? 😡,safe
Useful info — saved it 🙏,safe
"Arey Tu thoda sudhar, yaar.",warning
Hello Can you explain this please? kya kar rahe ho?  😡,safe
Useful info — saved it 🙏 😒,safe
Hi Useful info — saved it 🙏,safe
Tu bilkul chutiya hai.!!!,severe
"Bas ab aur sunna nahi, tum saale paagal ho.",severe
Tu bilkul chutiya hai.!!,severe
Useful info — saved it 🙏,safe
"Hello Hey , shaam karo 🙂 🙄",safe
"Saala bakwas banda, hat ja.!!",severe
Hi Interesting point — mujhe pasand aaya.,safe
"Arey Tumse expect nahi tha, thoda behtar karo. 😂",warning
Arey Stop karo ye faltu posts.,warning
"Please bhai, thoda mature bano.",warning
Tera dimag kharab hai yaar. 😂😂!,severe
"Bakwas band kar, samajh nahi aata kya? thoda",warning
I agree with you on this point.,safe
Useful info — saved it 🙏 🙄,safe
"Arre Tumse expect nahi tha, thoda behtar karo.",warning
"Hi Thanks for sharing, bahut useful hai.",safe
"Aise mat bolo, ajeeb lagta hai.",warning
"Arey Aise mat bolo, ajeeb lagta hai.",warning
"Hello Hey , shaam karo 🙂",safe
"Hi Hey , shaam karo 🙂 😂",safe
"Gandu aadmi, hat pagle. 😂",severe
"Saala bakwas banda, hat ja.!",severe
Ghatiya insaan ho tum. Bhag 😂,severe
"Hey , shaam karo 🙂 😡",safe
Tu bilkul chutiya hai. 🙄,severe
"Itna bekaar kaam, tumhe sharam nahi aati?",severe
Hi Kya aap isko thoda aur detail mein bata sakte ho?,safe
Tujhse badi bewakoofi kisi mein nahi.!!,severe
"Saala bakwas banda, hat ja. 🙂",severe
"Hi Good job yaar, shandar!",safe
Stop karo ye faltu posts. thoda 😂😂,warning
"Please bhai, thoda mature bano. 😂",warning
Hello Kya aap isko thoda aur detail mein bata sakte ho?,safe
"Arre Tu thoda sudhar, yaar.",warning
"Tu thoda sudhar, yaar.",warning
"Bas ab aur sunna nahi, tum saale paagal ho. 🙏",severe
Tu bilkul chutiya hai.,severe
Jyada bakwaas mat kar yaar.,warning
Hi Can you explain this please? kya kar rahe ho? ,safe
"Hello Hey , shaam karo 🙂",safe
"Tu thoda sudhar, yaar.",warning
Useful info — saved it 🙏 🙄,safe
"Kya bakwaas likhta hai tu, band kar.",severe
"Itna bekaar kaam, tumhe sharam nahi aati? Saala 👌",severe
Can you explain this please? kya kar rahe ho?  😊,safe
"Bas ab aur sunna nahi, tum saale paagal ho.!",severe
"Gandu aadmi, hat pagle. 😂!",severe
"Please bhai, thoda mature bano. 😡",warning
"Aise mat bolo, ajeeb lagta hai. 👌",warning
"Ye baat bilkul galat hai, soch lo.",warning
Arey Ghatiya kaam kiya tumne.,warning
Hello I agree with you on this point.,safe
Hello Can you explain this please? kya kar rahe ho? ,safe
"Aise mat bolo, ajeeb lagta hai. 😂😂",warning
Can you explain this please? kya kar rahe ho? ,safe
"Arre Ye baat bilkul galat hai, soch lo. 🙂",warning
"Itna bekaar kaam, tumhe sharam nahi aati? 👌",severe
Jyada bakwaas mat kar yaar. 😂😂,warning
"Hello Great work, keep it up! 😒",safe
"Thanks for sharing, bahut useful hai. 😒",safe
Tu bilkul chutiya hai.!,severe
"Ye baat bilkul galat hai, soch lo.",warning
Hey Can you explain this please? kya kar rahe ho?  🙏,safe
Hi I agree with you on this point.,safe
"Saala bakwas banda, hat ja. 😡",severe
"Tumhara koi ilaaj nahi, bas ruk ja.",severe
Ghatiya insaan ho tum.,severe
"Bas ab aur sunna nahi, tum saale paagal ho.!",severe
Hello Interesting point — mujhe pasand aaya.,safe
"Kya bakwaas likhta hai tu, band kar. 😂",severe
